order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_sk,purchase_date_id,approved_date_id,delivered_carrier_date_id,delivered_customer_date_id,estimated_delivery_date_id,delivery_days,delay_days
e6ce16cb79ec1d90b1da9085a6118aeb,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07,22406,20170516,20170516.0,20170518.0,20170529.0,20170607,12.0,-9.0
34513ce0c4fab462a55830c0989c7edb,delivered,2017-07-13 19:58:11,2017-07-13 20:10:08,2017-07-14 18:43:29,2017-07-19 14:04:48,2017-08-08,91847,20170713,20170713.0,20170714.0,20170719.0,20170808,5.0,-20.0
82566a660a982b15fb86e904c8d32918,delivered,2018-06-07 10:06:19,2018-06-09 03:13:12,2018-06-11 13:29:00,2018-06-19 12:05:52,2018-07-18,1709,20180607,20180609.0,20180611.0,20180619.0,20180718,12.0,-29.0
5ff96c15d0b717ac6ad1f3d77225a350,delivered,2018-07-25 17:44:10,2018-07-25 17:55:14,2018-07-26 13:16:00,2018-07-30 15:52:25,2018-08-08,94008,20180725,20180725.0,20180726.0,20180730.0,20180808,4.0,-9.0
432aaf21d85167c2c86ec9448c4e42cc,delivered,2018-03-01 14:14:28,2018-03-01 15:10:47,2018-03-02 21:09:20,2018-03-12 23:36:26,2018-03-21,17591,20180301,20180301.0,20180302.0,20180312.0,20180321,11.0,-9.0
dcb36b511fcac050b97cd5c05de84dc3,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04,2041,20180607,20180612.0,20180611.0,20180621.0,20180704,13.0,-13.0
403b97836b0c04a622354cf531062e5f,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06,82724,20180102,20180102.0,20180103.0,20180120.0,20180206,17.0,-17.0
116f0b09343b49556bbad5f35bee0cdf,delivered,2017-12-26 23:41:31,2017-12-26 23:50:22,2017-12-28 18:33:05,2018-01-08 22:36:36,2018-01-29,8412,20171226,20171226.0,20171228.0,20180108.0,20180129,12.0,-21.0
85ce859fd6dc634de8d2f1e290444043,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11,48228,20171121,20171121.0,20171123.0,20171127.0,20171211,6.0,-14.0
83018ec114eee8641c97e08f7b4e926f,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,1206,20171026,20171026.0,20171026.0,20171108.0,20171123,13.0,-15.0
203096f03d82e0dffbc41ebc2e2bcfb7,delivered,2017-09-18 14:31:30,2017-09-19 04:04:09,2017-10-06 17:50:03,2017-10-09 22:23:46,2017-09-28,1840,20170918,20170919.0,20171006.0,20171009.0,20170928,21.0,11.0
f848643eec1d69395095eb3840d2051e,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29,10351,20180315,20180315.0,20180315.0,20180319.0,20180329,4.0,-10.0
2807d0e504d6d4894d41672727bc139f,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21,92016,20180203,20180203.0,20180205.0,20180208.0,20180221,4.0,-13.0
95266dbfb7e20354baba07964dac78d5,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21,88973,20180108,20180108.0,20180124.0,20180126.0,20180221,18.0,-26.0
f3e7c359154d965827355f39d6b1fdac,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17,22326,20180809,20180810.0,20180810.0,20180813.0,20180817,4.0,-4.0
fbf9ac61453ac646ce8ad9783d7d0af6,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12,34017,20180220,20180222.0,20180226.0,20180321.0,20180312,28.0,9.0
acce194856392f074dbf9dada14d8d82,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,79984,20180604,20180605.0,20180605.0,20180616.0,20180718,12.0,-32.0
dd78f560c270f1909639c11b925620ea,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28,13619,20180312,20180312.0,20180312.0,20180321.0,20180328,9.0,-7.0
91b2a010e1e45e6ba3d133fa997597be,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23,81807,20180502,20180503.0,20180510.0,20180516.0,20180523,14.0,-7.0
ecab90c9933c58908d3d6add7c6f5ae3,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13,23506,20180225,20180225.0,20180226.0,20180327.0,20180413,30.0,-17.0
f70a0aff17df5a6cdd9a7196128bd354,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23,38731,20170810,20170812.0,20170817.0,20170818.0,20170823,8.0,-5.0
1790eea0b567cf50911c057cf20f90f9,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15,74810,20180416,20180416.0,20180418.0,20180505.0,20180515,18.0,-10.0
989225ba6d0ebd5873335f7e01de2ae7,delivered,2017-12-12 13:56:04,2017-12-14 13:54:13,2017-12-16 00:18:57,2018-01-03 18:03:36,2018-01-08,70242,20171212,20171214.0,20171216.0,20180103.0,20180108,22.0,-5.0
d887b52c6516beb39e8cd44a5f8b60f7,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07,47870,20180203,20180203.0,20180205.0,20180222.0,20180307,18.0,-13.0
b276e4f8c0fb86bd82fce576f21713e0,delivered,2018-07-29 23:34:51,2018-07-29 23:45:15,2018-07-30 14:43:00,2018-07-31 22:48:50,2018-08-06,11281,20180729,20180729.0,20180730.0,20180731.0,20180806,1.0,-6.0
8563039e855156e48fccee4d611a3196,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20,60860,20180217,20180217.0,20180220.0,20180320.0,20180320,30.0,0.0
60550084e6b4c0cb89a87df1f3e5ebd9,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29,30384,20180221,20180223.0,20180227.0,20180313.0,20180329,20.0,-16.0
5acce57f8d9dfd55fa48e212a641a69d,delivered,2017-07-31 21:37:10,2017-08-02 02:56:02,2017-08-03 18:32:48,2017-08-08 21:24:41,2017-08-22,30550,20170731,20170802.0,20170803.0,20170808.0,20170822,7.0,-14.0
434d158e96bdd6972ad6e6d73ddcfd22,delivered,2018-06-01 12:23:13,2018-06-05 03:35:15,2018-06-08 11:49:00,2018-06-18 21:32:52,2018-07-17,81160,20180601,20180605.0,20180608.0,20180618.0,20180717,17.0,-29.0
7206b86ea789983f7a273ea7fa0bc2a8,delivered,2018-03-26 17:12:18,2018-03-26 17:28:27,2018-03-28 17:22:53,2018-04-05 22:11:18,2018-04-12,42989,20180326,20180326.0,20180328.0,20180405.0,20180412,10.0,-7.0
1e7aff52cdbb2451ace09d0f848c3699,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12,48509,20170519,20170519.0,20170522.0,20170531.0,20170612,11.0,-12.0
6ea2f835b4556291ffdc53fa0b3b95e8,delivered,2017-11-24 21:27:48,2017-11-25 00:21:09,2017-12-13 21:14:05,2017-12-28 18:59:23,2017-12-21,68329,20171124,20171125.0,20171213.0,20171228.0,20171221,33.0,7.0
948097deef559c742e7ce321e5e58919,delivered,2017-08-04 17:10:39,2017-08-04 17:25:11,2017-08-07 17:52:01,2017-08-12 14:08:40,2017-09-01,42943,20170804,20170804.0,20170807.0,20170812.0,20170901,7.0,-20.0
d22e9fa5731b9e30e8b27afcdc2f8563,delivered,2018-08-04 23:25:30,2018-08-04 23:35:13,2018-08-06 15:03:00,2018-08-13 23:34:42,2018-09-13,78250,20180804,20180804.0,20180806.0,20180813.0,20180913,9.0,-31.0
ee64d42b8cf066f35eac1cf57de1aa85,shipped,2018-06-04 16:44:48,2018-06-05 04:31:18,2018-06-05 14:32:00,,2018-06-28,21683,20180604,20180605.0,20180605.0,,20180628,,
6ebaec694d7025e2ad4a05dba887c032,delivered,2017-05-18 13:55:47,2017-05-18 14:05:17,2017-05-19 12:01:38,2017-05-29 12:47:20,2017-06-09,6572,20170518,20170518.0,20170519.0,20170529.0,20170609,10.0,-11.0
d17dc4a904426827ca80f2ccb3a6be56,delivered,2017-05-14 20:28:25,2017-05-14 20:42:45,2017-05-16 08:17:46,2017-05-25 09:14:31,2017-06-12,1292,20170514,20170514.0,20170516.0,20170525.0,20170612,10.0,-18.0
25f4376934e13d3508486352e11a5db0,delivered,2018-05-17 16:59:11,2018-05-18 01:17:39,2018-05-18 13:02:00,2018-05-21 15:22:11,2018-05-25,93306,20180517,20180518.0,20180518.0,20180521.0,20180525,3.0,-4.0
5820a1100976432c7968a52da59e9364,delivered,2018-07-29 11:24:17,2018-07-29 11:44:19,2018-07-30 13:47:00,2018-08-02 22:09:11,2018-08-13,56854,20180729,20180729.0,20180730.0,20180802.0,20180813,4.0,-11.0
2ce1ad82022c1ba30c2079502ac725aa,delivered,2017-08-09 20:19:05,2017-08-11 04:15:29,2017-08-11 17:52:32,2017-08-16 17:16:44,2017-08-31,87777,20170809,20170811.0,20170811.0,20170816.0,20170831,6.0,-15.0
138849fd84dff2fb4ca70a0a34c4aa1c,delivered,2018-02-01 14:02:19,2018-02-03 02:53:07,2018-02-06 19:13:26,2018-02-14 13:41:59,2018-02-23,94124,20180201,20180203.0,20180206.0,20180214.0,20180223,12.0,-9.0
47aa4816b27ba60ec948cd019cc1afc1,delivered,2018-06-26 13:42:52,2018-06-27 08:35:32,2018-06-27 13:20:00,2018-07-03 18:37:46,2018-07-20,3758,20180626,20180627.0,20180627.0,20180703.0,20180720,7.0,-17.0
9faeb9b2746b9d7526aef5acb08e2aa0,delivered,2018-07-26 14:39:59,2018-07-26 14:55:10,2018-07-27 12:04:00,2018-07-31 22:26:55,2018-08-16,88232,20180726,20180726.0,20180727.0,20180731.0,20180816,5.0,-16.0
641fb0752bf5b5940c376b3a8bb9dc52,delivered,2017-12-15 00:06:10,2017-12-15 00:14:55,2017-12-19 01:58:00,2018-01-03 15:09:32,2018-01-16,89479,20171215,20171215.0,20171219.0,20180103.0,20180116,19.0,-13.0
e425680f760cbc130be3e53a9773c584,delivered,2017-08-31 08:15:24,2017-08-31 08:30:17,2017-08-31 20:06:14,2017-09-04 20:59:55,2017-09-20,41699,20170831,20170831.0,20170831.0,20170904.0,20170920,4.0,-16.0
40c5e18f7d112b59b3e5113a59a905b3,delivered,2018-06-11 10:25:52,2018-06-11 10:58:32,2018-06-14 13:03:00,2018-06-19 00:31:13,2018-07-16,18603,20180611,20180611.0,20180614.0,20180619.0,20180716,7.0,-27.0
734e7d1bbaeb2ff82521ca0fe6fb6f79,delivered,2018-06-11 08:18:19,2018-06-11 08:31:50,2018-06-11 14:54:00,2018-06-14 21:32:21,2018-07-05,99026,20180611,20180611.0,20180611.0,20180614.0,20180705,3.0,-21.0
66e4624ae69e7dc89bd50222b59f581f,delivered,2018-03-09 14:50:15,2018-03-09 15:40:39,2018-03-15 00:31:19,2018-04-03 13:28:46,2018-04-02,52090,20180309,20180309.0,20180315.0,20180403.0,20180402,24.0,1.0
a685d016c8a26f71a0bb67821070e398,delivered,2017-03-13 18:14:36,2017-03-13 18:14:36,2017-03-22 14:03:09,2017-04-06 13:37:16,2017-03-30,83969,20170313,20170313.0,20170322.0,20170406.0,20170330,23.0,7.0
2edfd6d1f0b4cd0db4bf37b1b224d855,delivered,2017-06-13 21:11:26,2017-06-15 03:05:45,2017-06-16 14:55:37,2017-06-19 18:51:28,2017-07-06,22223,20170613,20170615.0,20170616.0,20170619.0,20170706,5.0,-17.0
68873cf91053cd11e6b49a766db5af1a,delivered,2017-11-30 22:02:15,2017-12-02 02:51:18,2017-12-04 22:07:01,2017-12-05 20:28:40,2017-12-18,47390,20171130,20171202.0,20171204.0,20171205.0,20171218,4.0,-13.0
f346ad4ee8f630e5e4ddaf862a34e6dd,delivered,2018-08-05 13:09:48,2018-08-05 13:24:34,2018-08-06 13:41:00,2018-08-10 18:35:40,2018-08-15,50749,20180805,20180805.0,20180806.0,20180810.0,20180815,5.0,-5.0
8f06cc6465925031568537b815f1198d,delivered,2017-11-15 11:31:41,2017-11-15 11:46:42,2017-11-16 22:03:00,2017-11-22 22:41:07,2017-12-05,64658,20171115,20171115.0,20171116.0,20171122.0,20171205,7.0,-13.0
ccbabeb0b02433bd0fcbac46e70339f2,delivered,2018-02-19 20:31:09,2018-02-21 06:15:25,2018-02-22 21:04:23,2018-03-09 22:22:25,2018-03-13,13700,20180219,20180221.0,20180222.0,20180309.0,20180313,18.0,-4.0
688052146432ef8253587b930b01a06d,delivered,2018-04-22 08:48:13,2018-04-24 18:25:22,2018-04-23 19:19:14,2018-04-24 19:31:58,2018-05-15,83706,20180422,20180424.0,20180423.0,20180424.0,20180515,2.0,-21.0
f271576bed568e896f99eb710cd3a6f8,delivered,2018-01-07 21:44:54,2018-01-07 21:51:28,2018-01-10 21:56:09,2018-01-17 20:26:31,2018-02-14,61925,20180107,20180107.0,20180110.0,20180117.0,20180214,9.0,-28.0
686541986ecfb7d9296eb67719973bf0,delivered,2018-02-10 13:26:59,2018-02-10 13:35:31,2018-02-14 20:47:38,2018-02-20 22:13:08,2018-03-12,43389,20180210,20180210.0,20180214.0,20180220.0,20180312,10.0,-20.0
68e48e68da1f50f7c5838ea75e3a20dd,delivered,2018-06-18 16:02:23,2018-06-18 17:00:57,2018-06-19 15:55:00,2018-06-22 21:18:51,2018-07-13,23180,20180618,20180618.0,20180619.0,20180622.0,20180713,4.0,-21.0
b52cc4919de82b4d696a4380d10804a3,delivered,2018-06-13 13:47:39,2018-06-15 02:37:29,2018-06-15 14:22:00,2018-06-18 22:32:44,2018-06-26,14162,20180613,20180615.0,20180615.0,20180618.0,20180626,5.0,-8.0
fdf128b3630c21adc9ca4fb8a51b68ec,delivered,2018-07-15 08:33:19,2018-07-16 14:31:10,2018-07-17 15:33:00,2018-07-24 16:41:18,2018-08-02,76192,20180715,20180716.0,20180717.0,20180724.0,20180802,9.0,-9.0
a6aeb116d2cb5013eb8a94585b71ffef,delivered,2017-09-13 14:27:11,2017-09-13 14:44:39,2017-09-15 18:42:29,2017-09-16 15:40:08,2017-09-25,77676,20170913,20170913.0,20170915.0,20170916.0,20170925,3.0,-9.0
fa516182d28f96f5f5c651026b0749ee,delivered,2018-04-13 08:44:17,2018-04-13 13:30:02,2018-04-13 22:19:21,2018-04-19 20:41:45,2018-05-08,75220,20180413,20180413.0,20180413.0,20180419.0,20180508,6.0,-19.0
6abaad69b8b349c3a529b4b91ce18e46,delivered,2018-02-15 10:33:30,2018-02-15 10:47:59,2018-02-20 14:15:09,2018-02-24 19:15:56,2018-03-07,16481,20180215,20180215.0,20180220.0,20180224.0,20180307,9.0,-11.0
974c1993ab8024d3ed16229183c2308d,delivered,2017-02-20 11:45:39,2017-02-22 03:10:20,2017-02-23 06:47:35,2017-03-09 14:27:58,2017-03-21,63868,20170220,20170222.0,20170223.0,20170309.0,20170321,17.0,-12.0
82bce245b1c9148f8d19a55b9ff70644,delivered,2017-04-20 17:15:46,2017-04-21 05:15:56,2017-04-24 09:34:13,2017-05-10 09:17:55,2017-05-12,68044,20170420,20170421.0,20170424.0,20170510.0,20170512,19.0,-2.0
a910f58086d58b3ae6f37aa712d377b9,delivered,2017-09-15 09:19:48,2017-09-15 09:35:18,2017-09-18 18:20:00,2017-09-25 20:14:48,2017-10-11,19506,20170915,20170915.0,20170918.0,20170925.0,20171011,10.0,-16.0
bd4bd0194d6d29f83b8557d4b89b572a,delivered,2018-07-28 16:52:55,2018-07-31 03:50:24,2018-08-01 16:01:00,2018-08-06 18:44:46,2018-08-08,65599,20180728,20180731.0,20180801.0,20180806.0,20180808,9.0,-2.0
634e8f4c0f6744a626f77f39770ac6aa,delivered,2017-08-09 18:32:47,2017-08-09 18:45:18,2017-08-10 20:21:53,2017-08-16 18:17:54,2017-08-31,94697,20170809,20170809.0,20170810.0,20170816.0,20170831,6.0,-15.0
6d25592267349b322799e2beb687871e,delivered,2018-08-26 22:04:34,2018-08-28 04:10:18,2018-08-28 12:56:00,2018-08-29 12:40:53,2018-08-30,78394,20180826,20180828.0,20180828.0,20180829.0,20180830,2.0,-1.0
b8801cccd8068de30112e4f49903d74a,delivered,2017-07-30 03:06:35,2017-07-30 03:25:08,2017-07-31 16:42:54,2017-08-01 14:27:31,2017-08-16,85842,20170730,20170730.0,20170731.0,20170801.0,20170816,2.0,-15.0
2711a938db643b3f0b62ee2c8a2784aa,delivered,2017-12-22 00:17:37,2017-12-23 02:15:31,2017-12-27 19:54:46,2018-01-09 19:52:32,2018-01-19,59529,20171222,20171223.0,20171227.0,20180109.0,20180119,18.0,-10.0
3bc77ce8be27211bac313c2daa402d1a,delivered,2017-04-06 22:39:29,2017-04-06 22:50:24,2017-04-07 14:54:18,2017-04-11 12:31:36,2017-04-27,87127,20170406,20170406.0,20170407.0,20170411.0,20170427,4.0,-16.0
10c320f977c6a18f91b2d14be13128c6,delivered,2017-05-09 20:48:59,2017-05-09 21:02:45,2017-05-10 11:22:15,2017-05-18 13:22:35,2017-06-01,73404,20170509,20170509.0,20170510.0,20170518.0,20170601,8.0,-14.0
0a4a2fccb27bd83a892fa503987a595b,delivered,2017-04-20 20:42:44,2017-04-20 20:55:09,2017-04-25 08:23:08,2017-05-11 13:07:46,2017-05-25,46565,20170420,20170420.0,20170425.0,20170511.0,20170525,20.0,-14.0
e4de6d53ecff736bc68804b0b6e9f635,delivered,2017-10-16 14:56:50,2017-10-17 03:49:34,2017-10-27 22:14:21,2017-11-08 21:25:24,2017-11-21,57340,20171016,20171017.0,20171027.0,20171108.0,20171121,23.0,-13.0
6b860b35691d486e45dc98e3514ec5f6,delivered,2017-12-08 09:42:43,2017-12-09 02:49:54,2017-12-11 15:19:04,2017-12-19 18:43:35,2018-01-03,43084,20171208,20171209.0,20171211.0,20171219.0,20180103,11.0,-15.0
ec341c54a5ebf8ee0a67a8632aa7579b,delivered,2017-08-26 16:53:30,2017-08-27 17:04:12,2017-08-30 13:26:32,2017-09-08 20:39:56,2017-09-21,52017,20170826,20170827.0,20170830.0,20170908.0,20170921,13.0,-13.0
cadbb3657dac2dbbd5b84b12e7b78aad,delivered,2018-02-27 12:55:42,2018-03-01 02:48:54,2018-03-03 02:27:03,2018-03-16 14:59:01,2018-03-29,99334,20180227,20180301.0,20180303.0,20180316.0,20180329,17.0,-13.0
9defaf92cff22420e4e8ef7784815a55,delivered,2018-05-11 13:10:51,2018-05-11 13:36:50,2018-05-16 14:43:00,2018-05-21 16:09:55,2018-06-05,87098,20180511,20180511.0,20180516.0,20180521.0,20180605,10.0,-15.0
20e0101b20700188cadb288126949685,delivered,2018-01-22 19:22:22,2018-01-22 19:36:35,2018-01-24 23:32:21,2018-02-15 20:08:15,2018-02-19,11359,20180122,20180122.0,20180124.0,20180215.0,20180219,24.0,-4.0
0e782c3705510e717d28907746cbda82,delivered,2018-05-01 08:12:37,2018-05-01 08:52:58,2018-05-02 19:01:00,2018-05-04 14:02:26,2018-05-16,74253,20180501,20180501.0,20180502.0,20180504.0,20180516,3.0,-12.0
d3d6788577c9592da441752e8a1dd5e3,delivered,2017-09-19 22:17:15,2017-09-20 07:55:14,2017-09-22 17:23:09,2017-10-10 18:43:53,2017-10-13,9243,20170919,20170920.0,20170922.0,20171010.0,20171013,20.0,-3.0
86f21bf63784876b9fd6d35f46581d72,delivered,2018-04-11 22:32:31,2018-04-11 22:49:32,2018-04-14 00:02:39,2018-04-27 23:14:42,2018-05-21,88233,20180411,20180411.0,20180414.0,20180427.0,20180521,16.0,-24.0
8447ff843b2616c50c0ced28ab1dae03,delivered,2017-12-20 23:45:07,2017-12-22 02:37:45,2017-12-23 13:10:45,2018-01-09 18:14:02,2018-01-22,22677,20171220,20171222.0,20171223.0,20180109.0,20180122,19.0,-13.0
f169bd689fb8b32ccd62df9050aebc0b,delivered,2018-04-22 23:23:18,2018-04-24 19:24:14,2018-04-27 13:46:00,2018-04-30 17:57:25,2018-05-07,28567,20180422,20180424.0,20180427.0,20180430.0,20180507,7.0,-7.0
77e9941864fc840be8e4b1ba5347c0f7,delivered,2018-08-03 08:59:39,2018-08-03 09:31:36,2018-08-03 10:10:00,2018-08-17 00:49:41,2018-08-27,87405,20180803,20180803.0,20180803.0,20180817.0,20180827,13.0,-10.0
41bb5cee06dbf170878a9ef93ac7e7f5,delivered,2018-05-14 08:35:33,2018-05-14 08:52:24,2018-05-16 14:46:00,2018-05-18 14:48:38,2018-06-08,87717,20180514,20180514.0,20180516.0,20180518.0,20180608,4.0,-21.0
6a0a8bfbbe700284feb0845d95e0867f,delivered,2017-11-22 11:32:22,2017-11-22 11:46:50,2017-11-27 13:39:35,2017-12-28 19:43:00,2017-12-11,71525,20171122,20171122.0,20171127.0,20171228.0,20171211,36.0,17.0
f7959f8385f34c4f645327465a1c9fc4,delivered,2017-03-30 07:50:33,2017-03-30 08:05:08,2017-03-30 10:55:54,2017-04-10 02:59:52,2017-04-26,41770,20170330,20170330.0,20170330.0,20170410.0,20170426,10.0,-16.0
23f553848a03aaab35bb3f9f87725125,delivered,2018-06-05 09:10:34,2018-06-05 09:32:22,2018-06-06 15:37:00,2018-06-18 12:36:54,2018-07-23,88009,20180605,20180605.0,20180606.0,20180618.0,20180723,13.0,-35.0
e3447938231fb6ba2fee0231b51eca59,delivered,2018-08-26 11:04:26,2018-08-26 11:15:29,2018-08-27 15:52:00,2018-08-28 21:06:31,2018-08-30,74404,20180826,20180826.0,20180827.0,20180828.0,20180830,2.0,-2.0
e346cd9299371b18c0b28e8e29a5e376,delivered,2017-05-17 08:36:11,2017-05-17 08:45:09,2017-05-17 10:13:52,2017-05-23 13:32:30,2017-06-06,18137,20170517,20170517.0,20170517.0,20170523.0,20170606,6.0,-14.0
a5474c0071dd5d1074e12d417078bbd0,delivered,2018-07-30 22:41:44,2018-08-01 02:50:15,2018-08-02 10:35:00,2018-08-03 19:28:47,2018-08-02,88457,20180730,20180801.0,20180802.0,20180803.0,20180802,3.0,1.0
0760a852e4e9d89eb77bf631eaaf1c84,invoiced,2018-08-03 17:44:42,2018-08-07 06:15:14,,,2018-08-21,41228,20180803,20180807.0,,,20180821,,
bb7c5cf4dff9994daeab7c8ee9d287aa,delivered,2018-03-01 22:14:26,2018-03-02 22:08:51,2018-03-05 17:32:31,2018-03-09 14:48:21,2018-03-26,41626,20180301,20180302.0,20180305.0,20180309.0,20180326,7.0,-17.0
66d03fb3c4b0f80b5db04ef9c260336d,delivered,2018-02-06 21:09:10,2018-02-06 21:29:40,2018-02-07 17:13:05,2018-02-16 20:24:42,2018-03-07,9913,20180206,20180206.0,20180207.0,20180216.0,20180307,9.0,-19.0
a6cd683d4bd3b9b1f0aa37b27f8116d3,delivered,2017-01-28 23:45:53,2017-01-29 01:31:48,2017-02-01 14:25:06,2017-02-10 17:30:19,2017-03-10,27648,20170128,20170129.0,20170201.0,20170210.0,20170310,12.0,-28.0
bfe42c22ecbf90bc9f35cf591270b6a7,delivered,2018-01-27 22:04:34,2018-01-27 22:16:18,2018-02-03 03:56:00,2018-02-09 20:16:40,2018-02-26,9214,20180127,20180127.0,20180203.0,20180209.0,20180226,12.0,-17.0
e1da8361c76cab67aa3588a1fbf1af54,delivered,2017-07-01 15:42:32,2017-07-04 04:10:19,2017-07-04 14:52:46,2017-07-12 20:17:57,2017-07-25,68798,20170701,20170704.0,20170704.0,20170712.0,20170725,11.0,-13.0
af5b0604e113e1526593d505a26ef39d,delivered,2017-09-27 12:07:22,2017-09-27 12:26:02,2017-09-29 22:25:42,2017-09-30 17:13:01,2017-10-16,12496,20170927,20170927.0,20170929.0,20170930.0,20171016,3.0,-16.0
9d531c565e28c3e0d756192f84d8731f,delivered,2017-11-28 21:00:44,2017-12-01 09:31:15,2017-12-14 20:37:43,2018-01-23 21:38:52,2017-12-22,70537,20171128,20171201.0,20171214.0,20180123.0,20171222,56.0,32.0
4da3bd761ca73d692ae0f5c252495546,delivered,2018-02-01 12:31:21,2018-02-01 12:54:33,2018-02-02 00:39:31,2018-02-02 16:12:53,2018-02-19,91092,20180201,20180201.0,20180202.0,20180202.0,20180219,1.0,-17.0
